rnos;denominacion;tipo;id_tipo
105408;OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION                                                                                                                                                             ;OSN;2
105507;OBRA SOCIAL DE LOS CORTADORES DE LA INDUMENTARIA;OSN;2
105606;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CUERO Y AFINES                                                                                                                                             ;OSN;2
105705;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CHACINADO Y AFINES;OSN;2
105804;OBRA SOCIAL DE CHOFERES DE CAMIONES                                                                                                                                                                     ;OSN;2
106005;OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y CIVILES;OSN;2
106104;OBRA SOCIAL DE EMPLEADOS DE DESPACHANTES DE ADUANA                                                                                                                                                      ;OSN;2
106203;OBRA SOCIAL DEL PERSONAL DE DISTRIBUIDORAS CINEMATOGRAFICAS DE LA R.A.                                                                                                                                  ;OSN;2
106302;OBRA SOCIAL DE DOCENTES PARTICULARES;OSN;2
106401;OBRA SOCIAL DEL PERSONAL DE EDIFICIOS DE RENTA Y HORIZONTAL DE LA REPUBLICA ARGENTINA                                                                                                                   ;OSN;2
106500;OBRA SOCIAL DEL PERSONAL DE EDIFICIOS DE RENTA Y HORIZONTAL DE LA CIUDAD AUTONOMA DE BUENOS AIRES  Y GRAN BUENOS AIRES;OSN;2
106609;OBRA SOCIAL ELECTRICISTAS NAVALES                                                                                                                                                                       ;OSN;2
106708;OBRA SOCIAL DE OBREROS EMPACADORES DE FRUTA  DE RIO NEGRO Y NEUQUEN;OSN;2
106807;OBRA SOCIAL DEL PERSONAL DE LA ENSEÃ‘ANZA PRIVADA                                                                                                                                                        ;OSN;2
106906;OBRA SOCIAL DEL PERSONAL DE ESCRIBANIAS DE LA PROVINCIA DE BUENOS AIRES                                                                                                                                 ;OSN;2
107008;OBRA SOCIAL DEL PERSONAL DE ESCRIBANOS;OSN;2
107107;OBRA SOCIAL DEL PERSONAL DEL ESPECTACULO PUBLICO                                                                                                                                                        ;OSN;2
107206;OBRA SOCIAL DEL PERSONAL DE ESTACIONES DE SERVICIO, GARAGES, PLAYAS DE ESTACIONAMIENTO Y LAVADEROS AUTOMATICOS;OSN;2
107404;OBRA SOCIAL DEL PERSONAL DE FARMACIA                                                                                                                                                                    ;OSN;2
107800;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL FIBROCEMENTO;OSN;2
107909;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA FIDEERA                                                                                                                                                        ;OSN;2
108001;OBRA SOCIAL  PARA EL PERSONAL DE LA INDUSTRIA FORESTAL DE SANTIAGO DEL ESTERO;OSN;2
108100;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL FOSFORO, ENCENDIDO Y AFINES                                                                                                                                ;OSN;2
108209;OBRA SOCIAL DE FOTOGRAFOS;OSN;2
108407;OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD FRUTICOLA                                                                                                                                                      ;OSN;2
108506;OBRA SOCIAL DEL PERSONAL DE MANIPULEO, EMPAQUE Y EXPEDICION DE FRUTA FRESCA Y HORTALIZAS DE CUYO;OSN;2
108605;OBRA SOCIAL DE FUTBOLISTAS                                                                                                                                                                              ;OSN;2
108704;OBRA SOCIAL DE TECNICOS DE FUTBOL;OSN;2
108803;OBRA SOCIAL  DE LA UNION  DE TRABAJADORES  DEL TURISMO, HOTELEROS Y GASTRONOMICOS DE LA REPUBLICA  ARGENTINA                                                                                            ;OSN;2
109004;OBRA SOCIAL DEL PERSONAL GRAFICO;OSN;2
109202;OBRA SOCIAL DE GUINCHEROS Y MAQUINISTAS DE GRUAS MOVILES                                                                                                                                                ;OSN;2
109301;OBRA SOCIAL DEL PERSONAL DE CONSIGNATARIOS DEL MERCADO NACIONAL DE HACIENDA DE LINIERS;OSN;2
109400;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL HIELO Y MERCADOS PARTICULARES                                                                                                                              ;OSN;2
109509;OBRA SOCIAL DEL PERSONAL DE LOS HIPODROMOS DE BUENOS AIRES Y SAN ISIDRO;OSN;2
109608;OBRA SOCIAL DEL PERSONAL MENSUALIZADO DEL JOCKEY CLUB DE BUENOS AIRES Y LOS HIPODROMOS DE PALERMO Y SAN ISIDRO                                                                                          ;OSN;2
109707;OBRA SOCIAL DEL PERSONAL DE IMPRENTA, DIARIOS Y AFINES;OSN;2
110008;OBRA SOCIAL DEL PERSONAL DE JABONEROS                                                                                                                                                                   ;OSN;2
110107;OBRA SOCIAL DE JARDINEROS, PARQUISTAS, VIVERISTAS Y FLORICULTORES DE LA REPUBLICA ARGENTINA;OSN;2
110206;OBRA SOCIAL DEL PERSONAL DEL JOCKEY CLUB DE ROSARIO                                                                                                                                                     ;OSN;2
110305;OBRA SOCIAL DEL PERSONAL LADRILLERO                                                                                                                                                                     ;OSN;2
110404;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA LADRILLERA A MAQUINA;OSN;2
110503;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA LECHERA                                                                                                                                                        ;OSN;2
110602;OBRA SOCIAL DE LOCUTORES;OSN;2
110701;OBRA SOCIAL DE LA FEDERACION ARGENTINA DE TRABAJADORES DE LUZ Y FUERZA                                                                                                                                  ;OSN;2
110800;OBRA SOCIAL DE LOS TRABAJADORES DE LAS EMPRESAS DE ELECTRICIDAD                                                                                                                                         ;OSN;2
110909;OBRA SOCIAL DEL PERSONAL DE LUZ Y FUERZA DE CORDOBA;OSN;2
111001;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA MADERERA                                                                                                                                                       ;OSN;2
111209;OBRA SOCIAL DEL PERSONAL DE MAESTRANZA;OSN;2
111308;OBRA SOCIAL DE MAQUINISTAS DE TEATRO Y TELEVISION                                                                                                                                                       ;OSN;2
111407;OBRA SOCIAL DE CAPITANES DE ULTRAMAR Y OFICIALES DE LA MARINA MERCANTE;OSN;2
111506;OBRA SOCIAL DE CAPITANES BAQUEANOS FLUVIALES DE LA MARINA MERCANTE                                                                                                                                      ;OSN;2
111605;OBRA SOCIAL DE EMPLEADOS DE LA MARINA MERCANTE;OSN;2
111704;OBRA SOCIAL DE ENCARGADOS APUNTADORES MARITIMOS                                                                                                                                                         ;OSN;2
111803;OBRA SOCIAL DEL PERSONAL MARITIMO;OSN;2
111902;OBRA SOCIAL DEL SINDICATO DE MECANICOS Y AFINES DEL TRANSPORTE AUTOMOTOR                                                                                                                                ;OSN;2
112004;OBRA SOCIAL DEL PERSONAL SUPERIOR MERCEDES BENZ ARGENTINA;OSN;2
112103;OBRA SOCIAL DE LA UNION OBRERA METALURGICA DE LA REPUBLICA ARGENTINA                                                                                                                                    ;OSN;2
112202;OBRA SOCIAL DE LOS  SUPERVISORES DE LA INDUSTRIA METALMECANICA DE LA REPUBLICA ARGENTINA;OSN;2
112301;OBRA SOCIAL DEL PERSONAL DE  MICROS Y OMNIBUS DE MENDOZA                                                                                                                                                ;OSN;2
112400;OBRA SOCIAL DE LA ACTIVIDAD MINERA;OSN;2
112509;OBRA SOCIAL MODELOS ARGENTINOS                                                                                                                                                                          ;OSN;2
112608;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA MOLINERA;OSN;2
112707;OBRA SOCIAL DEL PERSONAL MOSAISTA                                                                                                                                                                       ;OSN;2
112806;OBRA SOCIAL DE MUSICOS;OSN;2
113205;OBRA SOCIAL DE JEFES Y OFICIALES NAVALES DE RADIOCOMUNICACIONES                                                                                                                                         ;OSN;2
113304;OBRA SOCIAL DE JEFES Y OFICIALES MAQUINISTAS NAVALES;OSN;2
113403;OBRA SOCIAL DEL PERSONAL NAVAL                                                                                                                                                                          ;OSN;2
113601;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL NEUMATICO;OSN;2
113700;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA NAVAL                                                                                                                                                          ;OSN;2
113809;OBRA SOCIAL DE COMISARIOS NAVALES;OSN;2
113908;OBRA SOCIAL DEL PERSONAL DE PANADERIAS                                                                                                                                                                  ;OSN;2
114000;OBRA SOCIAL DE PANADEROS, PASTELEROS Y FACTUREROS DE ENTRE RIOS;OSN;2
114109;OBRA SOCIAL DEL PERSONAL DEL PAPEL, CARTON Y QUIMICOS                                                                                                                                                   ;OSN;2
114208;OBRA SOCIAL DE LA INDUSTRIA DE PASTAS ALIMENTICIAS;OSN;2
114307;OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, PIZZEROS , HELADEROS Y ALFAJOREROS DE LA REPUBLICA ARGENTINA                                                                                          ;OSN;2
114505;OBRA SOCIAL DE PATRONES DE CABOTAJE DE RIOS Y PUERTOS;OSN;2
114703;OBRA SOCIAL DEL PERSONAL DE PELUQUERIAS, ESTETICAS Y AFINES                                                                                                                                             ;OSN;2
114901;OBRA SOCIAL DE OFICIALES PELUQUEROS Y PEINADORES DE ROSARIO;OSN;2
115003;OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD PERFUMISTA                                                                                                                                                     ;OSN;2
115102;OBRA SOCIAL DE TRABAJADORES DE PRENSA DE BUENOS AIRES;OSN;2
115201;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL PESCADO DE MAR DEL PLATA                                                                                                                                   ;OSN;2
115300;OBRA SOCIAL DE PETROLEROS                                                                                                                                                                               ;OSN;2
115409;OBRA SOCIAL DEL PETROLEO Y GAS PRIVADO;OSN;2
115508;OBRA SOCIAL DE PETROLEROS DE CORDOBA                                                                                                                                                                    ;OSN;2
115607;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA PETROQUIMICA;OSN;2
115706;OBRA SOCIAL PARA PILOTOS DE LINEAS AEREAS COMERCIALES Y REGULARES                                                                                                                                       ;OSN;2
115805;OBRA SOCIAL DEL PERSONAL DE FABRICAS DE PINTURA;OSN;2
116006;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL PLASTICO                                                                                                                                                   ;OSN;2
116105;OBRA SOCIAL DE CAPATACES  ESTIBADORES PORTUARIOS;OSN;2
116204;OBRA SOCIAL DE PORTUARIOS ARGENTINOS                                                                                                                                                                    ;OSN;2
116709;OBRA SOCIAL PORTUARIOS DE PUERTO SAN MARTIN Y BELLA VISTA;OSN;2
117207;OBRA SOCIAL DEL PERSONAL DE PRENSA DE LA REPUBLICA ARGENTINA                                                                                                                                            ;OSN;2
117405;OBRA SOCIAL DEL PERSONAL DE PRENSA DE BAHIA BLANCA;OSN;2
117702;OBRA SOCIAL DEL PERSONAL DE PRENSA DE MAR DEL PLATA                                                                                                                                                     ;OSN;2
117801;OBRA SOCIAL DEL PERSONAL DE PRENSA DE MENDOZA;OSN;2
118002;OBRA SOCIAL DE EMPLEADOS DE PRENSA DE CORDOBA                                                                                                                                                           ;OSN;2
118200;OBRA SOCIAL DE AGENTES DE PROPAGANDA MEDICA DE LA REPUBLICA ARGENTINA;OSN;2
118309;OBRA SOCIAL DE AGENTES DE PROPAGANDA MEDICA DE CORDOBA                                                                                                                                                  ;OSN;2
118408;OBRA SOCIAL DE AGENTES DE PROPAGANDA MEDICA DE ENTRE RIOS;OSN;2
118507;OBRA SOCIAL DE AGENTES DE PROPAGANDA MEDICA DE ROSARIO;OSN;2
118606;OBRA SOCIAL DEL PERSONAL DE LA PUBLICIDAD;OSN;2
118705;OBRA SOCIAL DEL PERSONAL DE INDUSTRIAS QUIMICAS Y PETROQUIMICAS                                                                                                                                         ;OSN;2
118804;OBRA SOCIAL DE RECIBIDORES DE GRANOS Y ANEXOS;OSN;2
118903;OBRA SOCIAL DEL PERSONAL DE RECOLECCION Y BARRIDO DE ROSARIO                                                                                                                                            ;OSN;2
119005;OBRA SOCIAL DEL PERSONAL DE REFINERIAS DE MAIZ;OSN;2
119203;OBRA SOCIAL DE RELOJEROS Y JOYEROS                                                                                                                                                                      ;OSN;2
119302;OBRA SOCIAL DEL PERSONAL RURAL Y ESTIBADORES DE LA REPUBLICA ARGENTINA;OSN;2
119500;OBRA SOCIAL DEL PERSONAL DE LA SANIDAD ARGENTINA                                                                                                                                                        ;OSN;2
119609;OBRA SOCIAL DEL PERSONAL DE INSTALACIONES SANITARIAS                                                                                                                                                    ;OSN;2
119708;OBRA SOCIAL DEL PERSONAL DE SEGURIDAD COMERCIAL, INDUSTRIAL E INVESTIGACIONES PRIVADAS;OSN;2
119906;OBRA SOCIAL DE SERENOS DE BUQUES;OSN;2
120306;OBRA SOCIAL DEL PERSONAL DE SUPERVISION DE LA EMPRESA SUBTERRANEOS DE BUENOS AIRES                                                                                                                      ;OSN;2
120405;OBRA SOCIAL DEL PERSONAL DE DIRECCION DE LA EMPRESA SUBTERRANEOS DE BUENOS AIRES;OSN;2
120504;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA  DEL TABACO                                                                                                                                                    ;OSN;2
120603;OBRA SOCIAL DE EMPLEADOS DEL TABACO DE LA REPUBLICA ARGENTINA;OSN;2
120702;OBRA SOCIAL DEL PERSONAL DE LAS TELECOMUNICACIONES DE LA REPUBLICA ARGENTINA                                                                                                                            ;OSN;2
120801;OBRA SOCIAL DE TRABAJADORES DE LAS COMUNICACIONES;OSN;2
120900;OBRA SOCIAL DEL PERSONAL DE TELEVISION                                                                                                                                                                  ;OSN;2
121002;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA TEXTIL;OSN;2
121101;OBRA SOCIAL DE EMPLEADOS TEXTILES Y AFINES                                                                                                                                                              ;OSN;2
121309;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL TRACTOR;OSN;2
121507;OBRA SOCIAL DE LA INDUSTRIA DEL TRANSPORTE  AUTOMOTOR DE CORDOBA                                                                                                                                        ;OSN;2
121606;OBRA SOCIAL CONDUCTORES DE TRANSPORTE COLECTIVO DE PASAJEROS;OSN;2
121705;OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD DEL TURF                                                                                                                                                       ;OSN;2
121804;OBRA SOCIAL CONDUCTORES DE TAXIS DE CORDOBA;OSN;2
121903;OBRA SOCIAL DE VAREADORES                                                                                                                                                                               ;OSN;2
122005;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL VESTIDO;OSN;2
122104;OBRA SOCIAL DE VIAJANTES VENDEDORES DE LA REPUBLICA ARGENTINA. (ANDAR)                                                                                                                                  ;OSN;2
122302;OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD VIAL;OSN;2
122401;OBRA SOCIAL DE  EMPLEADOS DE LA INDUSTRIA DEL VIDRIO                                                                                                                                                    ;OSN;2
122500;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL VIDRIO;OSN;2
122609;OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD VITIVINICOLA                                                                                                                                                   ;OSN;2
122807;OBRA SOCIAL DEL PERSONAL DE VIGILANCIA Y SEGURIDAD COMERCIAL, INDUSTRIAL E INVESTIGACIONES PRIVADAS DE CORDOBA;OSN;2
122906;OBRA SOCIAL DEL PERSONAL DE ESTACIONES DE SERVICIO, GARAGES, PLAYAS Y LAVADEROS AUTOMATICOS DE LA PROVINCIA DE SANTA FE                                                                                 ;OSN;2
123008;OBRA SOCIAL PARA EL PERSONAL DE ESTACIONES DE SERVICIO, GARAGES, PLAYAS DE ESTACIONAMIENTO, LAVADEROS AUTOMATICOS Y GOMERIAS DE LA REPUBLICA ARGENTINA;OSN;2
123107;OBRA SOCIAL TALLERISTAS A DOMICILIO                                                                                                                                                                     ;OSN;2
123305;OBRA SOCIAL DEL PERSONAL DE SOCIEDADES DE AUTORES Y AFINES;OSN;2
123404;OBRA SOCIAL DEL PERSONAL DE PRENSA DE ROSARIO                                                                                                                                                           ;OSN;2
123503;OBRA SOCIAL DEL PERSONAL DE PRENSA DE TUCUMAN;OSN;2
123602;OBRA SOCIAL DE TRABAJADORES DE PERKINS ARGENTINA S.A.I.C;OSN;2
123701;OBRA SOCIAL DE PEONES DE TAXIS DE LA CAPITAL FEDERAL;OSN;2
123909;OBRA SOCIAL DE VENDEDORES AMBULANTES DE LA REPUBLICA ARGENTINA                                                                                                                                          ;OSN;2
124001;OBRA SOCIAL DE BOXEADORES AGREMIADOS DE LA REPUBLICA ARGENTINA;OSN;2
124506;OBRA SOCIAL DE TRABAJADORES DE LA INDUSTRIA DEL GAS                                                                                                                                                     ;OSN;2
125103;OBRA SOCIAL DE LOS PROFESIONALES UNIVERSITARIOS DEL AGUA Y LA ENERGIA ELECTRICA;OSN;2
125301;OBRA SOCIAL FEDERAL DE LA FEDERACION NACIONAL DE TRABAJADORES DE OBRAS SANITARIAS                                                                                                                       ;OSN;2
125509;OBRA SOCIAL DE LA FEDERACION ARGENTINA DEL TRABAJADOR  DE LAS UNIVERSIDADES NACIONALES;OSN;2
125707;OBRA SOCIAL UNION PERSONAL DE LA UNION DEL  PERSONAL CIVIL DE LA NACION                                                                                                                                 ;OSN;2
125905;OBRA SOCIAL DE ARBITROS DEPORTIVOS DE LA REPUBLICA ARGENTINA;OSN;2
126007;OBRA SOCIAL DE LA FEDERACION GREMIAL DEL PERSONAL DE  LA INDUSTRIA DE LA CARNE Y SUS DERIVADOS                                                                                                          ;OSN;2
126106;OBRA SOCIAL PARA LOS TRABAJADORES DE LA EDUCACION PRIVADA;OSN;2
126205;OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES                                                                                                                                          ;OSN;2
126304;OBRA SOCIAL SERVICIOS SOCIALES BANCARIOS;OSN;2
126502;OBRA SOCIAL DE LA CONFEDERACION DE OBREROS Y EMPLEADOS MUNICIPALES  ARGENTINA ( OSCOEMA )                                                                                                               ;OSN;2
126601;OBRA SOCIAL DEL PERSONAL DE INDUSTRIAS  QUIMICAS Y PETROQUIMICAS DE ZARATE CAMPANA;OSN;2
126700;OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD AZUCARERA TUCUMANA                                                                                                                                             ;OSN;2
126809;OBRA SOCIAL DE CONDUCTORES DE REMISES Y AUTOS AL INSTANTE Y AFINES;OSN;2
126908;OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS AIRES;OSN;2
127000;OBRA SOCIAL DE TRABAJADORES DE ESTACIONES DE SERVICIO                                                                                                                                                   ;OSN;2
127109;OBRA SOCIAL DEL PERSONAL DE TELECOMUNICACIONES SINDICATO BUENOS AIRES;OSN;2
127208;OBRA SOCIAL DE MANDOS MEDIOS DE TELECOMUNICACIONES EN LA REPUBLICA ARGENTINA Y MERCOSUR                                                                                                                 ;OSN;2
127307;OBRA SOCIAL DE TRABAJADORES VIALES Y AFINES DE LA REPUBLICA ARGENTINA                                                                                                                                   ;OSN;2
127406;OBRA SOCIAL DE OBREROS Y EMPLEADOS TINTOREROS SOMBREREROS Y LAVADEROS DE LA REPUBLICA ARGENTINA;OSN;2
127505;OBRA SOCIAL DE  LAS ASOCIACIONES DE EMPLEADOS DE FARMACIA                                                                                                                                               ;OSN;2
127604;OBRA SOCIAL PARA EL PERSONAL DE OBRAS Y SERVICIOS SANITARIOS;OSN;2
127703;OBRA SOCIAL PERSONAL ESTACIONES DE SERVICIO,GARAGES,PLAYAS Y LAVADEROS DE LA PROVINCIA DEL CHACO                                                                                                        ;OSN;2
127802;OBRA SOCIAL DE LUZ Y FUERZA DE LA PATAGONIA                                                                                                                                                             ;OSN;2
127901;OBRA SOCIAL DE PETROLEROS PRIVADOS;OSN;2
